id,name,status,species,type,gender,origin,location,image,episode,url,created
359,Tortured Morty,unknown,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/359.jpeg,['https://rickandmortyapi.com/api/episode/10'],https://rickandmortyapi.com/api/character/359,2018-01-10T18:14:50.992Z
360,Toxic Morty,Dead,Humanoid,Morty's toxic side,Male,"{'name': 'Detoxifier', 'url': 'https://rickandmortyapi.com/api/location/64'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/360.jpeg,['https://rickandmortyapi.com/api/episode/27'],https://rickandmortyapi.com/api/character/360,2018-01-10T18:18:05.422Z
361,Toxic Rick,Dead,Humanoid,Rick's toxic side,Male,"{'name': 'Detoxifier', 'url': 'https://rickandmortyapi.com/api/location/64'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/361.jpeg,['https://rickandmortyapi.com/api/episode/27'],https://rickandmortyapi.com/api/character/361,2018-01-10T18:20:41.703Z
362,Traflorkian,Alive,Alien,Traflorkian,unknown,"{'name': 'unknown', 'url': ''}","{'name': ""Worldender's lair"", 'url': 'https://rickandmortyapi.com/api/location/4'}",https://rickandmortyapi.com/api/character/avatar/362.jpeg,"['https://rickandmortyapi.com/api/episode/11', 'https://rickandmortyapi.com/api/episode/13', 'https://rickandmortyapi.com/api/episode/19', 'https://rickandmortyapi.com/api/episode/21', 'https://rickandmortyapi.com/api/episode/25']",https://rickandmortyapi.com/api/character/362,2018-01-10T18:52:08.927Z
363,Trandor,Alive,Alien,Krootabulan,Male,"{'name': 'Krootabulon', 'url': 'https://rickandmortyapi.com/api/location/45'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/363.jpeg,['https://rickandmortyapi.com/api/episode/30'],https://rickandmortyapi.com/api/character/363,2018-01-10T18:54:36.578Z
364,Tree Person,Dead,Humanoid,Teenyverse inhabitant,unknown,"{'name': ""Kyle's Teenyverse"", 'url': 'https://rickandmortyapi.com/api/location/50'}","{'name': ""Kyle's Teenyverse"", 'url': 'https://rickandmortyapi.com/api/location/50'}",https://rickandmortyapi.com/api/character/avatar/364.jpeg,['https://rickandmortyapi.com/api/episode/17'],https://rickandmortyapi.com/api/character/364,2018-01-10T18:57:50.033Z
365,Tricia Lange,Alive,Human,,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/365.jpeg,"['https://rickandmortyapi.com/api/episode/26', 'https://rickandmortyapi.com/api/episode/27', 'https://rickandmortyapi.com/api/episode/36', 'https://rickandmortyapi.com/api/episode/38', 'https://rickandmortyapi.com/api/episode/46']",https://rickandmortyapi.com/api/character/365,2018-01-10T18:59:31.842Z
366,Trunk Morty,Alive,Humanoid,Trunk-Person,Male,"{'name': 'Trunk World', 'url': 'https://rickandmortyapi.com/api/location/65'}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/366.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/366,2018-01-10T19:03:13.558Z
367,Trunk Man,Alive,Humanoid,Trunk-Person,Male,"{'name': 'Trunk World', 'url': 'https://rickandmortyapi.com/api/location/65'}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/367.jpeg,"['https://rickandmortyapi.com/api/episode/8', 'https://rickandmortyapi.com/api/episode/28']",https://rickandmortyapi.com/api/character/367,2018-01-10T19:05:34.004Z
368,Truth Tortoise,unknown,Mythological Creature,Omniscient being,Male,"{'name': 'unknown', 'url': ''}","{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/368.jpeg,['https://rickandmortyapi.com/api/episode/29'],https://rickandmortyapi.com/api/character/368,2018-01-10T19:14:35.885Z
369,Tusked Assassin,unknown,Alien,Tuskfish,Male,"{'name': 'Resort Planet', 'url': 'https://rickandmortyapi.com/api/location/37'}","{'name': 'Resort Planet', 'url': 'https://rickandmortyapi.com/api/location/37'}",https://rickandmortyapi.com/api/character/avatar/369.jpeg,['https://rickandmortyapi.com/api/episode/26'],https://rickandmortyapi.com/api/character/369,2018-01-10T19:17:00.093Z
370,Two Guys with Handlebar Mustaches,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/370.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/370,2018-01-10T19:17:57.976Z
371,Tumblorkian,Alive,Alien,Tumblorkian,Male,"{'name': 'Plopstar', 'url': 'https://rickandmortyapi.com/api/location/66'}","{'name': 'Plopstar', 'url': 'https://rickandmortyapi.com/api/location/66'}",https://rickandmortyapi.com/api/character/avatar/371.jpeg,['https://rickandmortyapi.com/api/episode/19'],https://rickandmortyapi.com/api/character/371,2018-01-10T19:18:44.560Z
372,Unity,Alive,Alien,Hivemind,Genderless,"{'name': 'unknown', 'url': ''}","{'name': ""Unity's Planet"", 'url': 'https://rickandmortyapi.com/api/location/28'}",https://rickandmortyapi.com/api/character/avatar/372.jpeg,['https://rickandmortyapi.com/api/episode/14'],https://rickandmortyapi.com/api/character/372,2018-01-10T19:20:50.211Z
373,Unmuscular Michael,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/373.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/373,2018-01-10T19:22:04.075Z
374,Vampire Master,Alive,Mythological Creature,Vampire,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/374.jpeg,['https://rickandmortyapi.com/api/episode/18'],https://rickandmortyapi.com/api/character/374,2018-01-10T19:23:45.478Z
375,Vance Maximus,Dead,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': ""Worldender's lair"", 'url': 'https://rickandmortyapi.com/api/location/4'}",https://rickandmortyapi.com/api/character/avatar/375.jpeg,['https://rickandmortyapi.com/api/episode/25'],https://rickandmortyapi.com/api/character/375,2018-01-10T19:26:00.957Z
376,Veronica Ann Bennet,Alive,Alien,Gazorpian,Female,"{'name': 'Gazorpazorp', 'url': 'https://rickandmortyapi.com/api/location/40'}","{'name': 'Gazorpazorp', 'url': 'https://rickandmortyapi.com/api/location/40'}",https://rickandmortyapi.com/api/character/avatar/376.jpeg,['https://rickandmortyapi.com/api/episode/7'],https://rickandmortyapi.com/api/character/376,2018-01-10T19:27:06.246Z
377,Voltematron,Dead,Alien,Parasite,unknown,"{'name': 'unknown', 'url': ''}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/377.jpeg,['https://rickandmortyapi.com/api/episode/29'],https://rickandmortyapi.com/api/character/377,2018-01-10T19:29:08.116Z
378,Wall Crawling Rick,unknown,Humanoid,Lizard-Person,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/378.jpeg,['https://rickandmortyapi.com/api/episode/22'],https://rickandmortyapi.com/api/character/378,2018-01-10T19:33:30.804Z
379,Wedding Bartender,unknown,Alien,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Planet Squanch', 'url': 'https://rickandmortyapi.com/api/location/35'}",https://rickandmortyapi.com/api/character/avatar/379.jpeg,['https://rickandmortyapi.com/api/episode/21'],https://rickandmortyapi.com/api/character/379,2018-01-10T19:37:41.375Z
380,Unknown Rick,unknown,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/380.jpeg,"['https://rickandmortyapi.com/api/episode/22', 'https://rickandmortyapi.com/api/episode/51']",https://rickandmortyapi.com/api/character/380,2018-01-10T19:44:22.262Z
381,Woman Rick,Alive,Alien,Chair,Female,"{'name': 'unknown', 'url': ''}","{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/381.jpeg,['https://rickandmortyapi.com/api/episode/10'],https://rickandmortyapi.com/api/character/381,2018-01-10T19:46:00.622Z
382,Worldender,Dead,Alien,,Male,"{'name': 'unknown', 'url': ''}","{'name': ""Worldender's lair"", 'url': 'https://rickandmortyapi.com/api/location/4'}",https://rickandmortyapi.com/api/character/avatar/382.jpeg,['https://rickandmortyapi.com/api/episode/25'],https://rickandmortyapi.com/api/character/382,2018-01-10T19:47:55.859Z
383,Yaarb,Alive,Alien,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'St. Gloopy Noops Hospital', 'url': 'https://rickandmortyapi.com/api/location/16'}",https://rickandmortyapi.com/api/character/avatar/383.jpeg,['https://rickandmortyapi.com/api/episode/19'],https://rickandmortyapi.com/api/character/383,2018-01-10T19:48:59.952Z
384,Yellow Headed Doctor,Alive,Alien,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'St. Gloopy Noops Hospital', 'url': 'https://rickandmortyapi.com/api/location/16'}",https://rickandmortyapi.com/api/character/avatar/384.jpeg,['https://rickandmortyapi.com/api/episode/19'],https://rickandmortyapi.com/api/character/384,2018-01-10T19:50:19.351Z
385,Yellow Shirt Rick,unknown,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/385.jpeg,['https://rickandmortyapi.com/api/episode/22'],https://rickandmortyapi.com/api/character/385,2018-01-10T19:51:18.996Z
386,Zarbadar Gloonch,Dead,Alien,Drumbloxian,Female,"{'name': 'unknown', 'url': ''}","{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",https://rickandmortyapi.com/api/character/avatar/386.jpeg,"['https://rickandmortyapi.com/api/episode/13', 'https://rickandmortyapi.com/api/episode/18']",https://rickandmortyapi.com/api/character/386,2018-01-10T19:52:40.898Z
387,Zarbadar's Mytholog,unknown,Mythological Creature,Mytholog,Female,"{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}","{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",https://rickandmortyapi.com/api/character/avatar/387.jpeg,['https://rickandmortyapi.com/api/episode/18'],https://rickandmortyapi.com/api/character/387,2018-01-10T19:54:17.951Z
388,Zeep Xanflorp,Alive,Humanoid,Microverse inhabitant,Male,"{'name': ""Rick's Battery Microverse"", 'url': 'https://rickandmortyapi.com/api/location/24'}","{'name': ""Rick's Battery Microverse"", 'url': 'https://rickandmortyapi.com/api/location/24'}",https://rickandmortyapi.com/api/character/avatar/388.jpeg,['https://rickandmortyapi.com/api/episode/17'],https://rickandmortyapi.com/api/character/388,2018-01-10T19:56:57.790Z
389,Zeta Alpha Rick,Dead,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': ""Rick's Memories"", 'url': 'https://rickandmortyapi.com/api/location/126'}",https://rickandmortyapi.com/api/character/avatar/389.jpeg,"['https://rickandmortyapi.com/api/episode/10', 'https://rickandmortyapi.com/api/episode/11', 'https://rickandmortyapi.com/api/episode/22', 'https://rickandmortyapi.com/api/episode/51']",https://rickandmortyapi.com/api/character/389,2018-01-10T19:57:41.191Z
390,Zick Zack,Dead,Alien,Floop Floopian,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/390.jpeg,['https://rickandmortyapi.com/api/episode/29'],https://rickandmortyapi.com/api/character/390,2018-01-10T20:00:05.681Z
391,Uncle Steve,Dead,Alien,Parasite,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/391.jpeg,['https://rickandmortyapi.com/api/episode/15'],https://rickandmortyapi.com/api/character/391,2018-01-14T13:34:50.096Z
392,Bearded Morty,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/392.jpeg,"['https://rickandmortyapi.com/api/episode/28', 'https://rickandmortyapi.com/api/episode/51']",https://rickandmortyapi.com/api/character/392,2018-01-14T14:48:05.977Z
393,Roy,Alive,Human,Game,Male,"{'name': 'Roy: A Life Well Lived', 'url': 'https://rickandmortyapi.com/api/location/32'}","{'name': 'Roy: A Life Well Lived', 'url': 'https://rickandmortyapi.com/api/location/32'}",https://rickandmortyapi.com/api/character/avatar/393.jpeg,['https://rickandmortyapi.com/api/episode/13'],https://rickandmortyapi.com/api/character/393,2018-01-20T19:15:27.239Z
394,Davin,Dead,Cronenberg,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}","{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/394.jpeg,"['https://rickandmortyapi.com/api/episode/1', 'https://rickandmortyapi.com/api/episode/6']",https://rickandmortyapi.com/api/character/394,2018-01-20T19:48:42.201Z
395,Greebybobe,Alive,Alien,Greebybobe,unknown,"{'name': 'Girvonesk', 'url': 'https://rickandmortyapi.com/api/location/68'}","{'name': ""Worldender's lair"", 'url': 'https://rickandmortyapi.com/api/location/4'}",https://rickandmortyapi.com/api/character/avatar/395.jpeg,"['https://rickandmortyapi.com/api/episode/1', 'https://rickandmortyapi.com/api/episode/11', 'https://rickandmortyapi.com/api/episode/16', 'https://rickandmortyapi.com/api/episode/25']",https://rickandmortyapi.com/api/character/395,2018-04-15T16:46:31.715Z
396,Scary Teacher,Alive,Mythological Creature,Monster,Male,"{'name': ""Mr. Goldenfold's dream"", 'url': 'https://rickandmortyapi.com/api/location/18'}","{'name': ""Mr. Goldenfold's dream"", 'url': 'https://rickandmortyapi.com/api/location/18'}",https://rickandmortyapi.com/api/character/avatar/396.jpeg,['https://rickandmortyapi.com/api/episode/2'],https://rickandmortyapi.com/api/character/396,2018-04-15T17:10:07.639Z
397,Fido,Alive,Animal,Dog,Male,"{'name': ""Snuffles' Dream"", 'url': 'https://rickandmortyapi.com/api/location/70'}","{'name': ""Snuffles' Dream"", 'url': 'https://rickandmortyapi.com/api/location/70'}",https://rickandmortyapi.com/api/character/avatar/397.jpeg,['https://rickandmortyapi.com/api/episode/2'],https://rickandmortyapi.com/api/character/397,2018-04-15T17:15:28.777Z
398,Accountant dog,Alive,Animal,Dog,Male,"{'name': ""Snuffles' Dream"", 'url': 'https://rickandmortyapi.com/api/location/70'}","{'name': ""Snuffles' Dream"", 'url': 'https://rickandmortyapi.com/api/location/70'}",https://rickandmortyapi.com/api/character/avatar/398.jpeg,['https://rickandmortyapi.com/api/episode/2'],https://rickandmortyapi.com/api/character/398,2018-04-15T17:23:04.169Z
399,Tiny-persons advocacy group lawyer,Alive,Mythological Creature,Giant,Male,"{'name': ""Giant's Town"", 'url': 'https://rickandmortyapi.com/api/location/14'}","{'name': ""Giant's Town"", 'url': 'https://rickandmortyapi.com/api/location/14'}",https://rickandmortyapi.com/api/character/avatar/399.jpeg,['https://rickandmortyapi.com/api/episode/5'],https://rickandmortyapi.com/api/character/399,2018-04-15T17:34:02.076Z
400,Giant Judge,Alive,Mythological Creature,Giant,Male,"{'name': ""Giant's Town"", 'url': 'https://rickandmortyapi.com/api/location/14'}","{'name': ""Giant's Town"", 'url': 'https://rickandmortyapi.com/api/location/14'}",https://rickandmortyapi.com/api/character/avatar/400.jpeg,['https://rickandmortyapi.com/api/episode/5'],https://rickandmortyapi.com/api/character/400,2018-04-15T17:36:11.295Z
401,Morty Jr's interviewer,Alive,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/401.jpeg,['https://rickandmortyapi.com/api/episode/7'],https://rickandmortyapi.com/api/character/401,2018-04-15T17:43:56.832Z
402,Guy from The Bachelor,Alive,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/402.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/402,2018-04-15T17:45:38.589Z
403,Corn detective,Dead,Humanoid,Corn-person,Male,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/403.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/403,2018-04-15T17:48:50.629Z
404,Michael Jackson,Alive,Humanoid,Phone-Person,Male,"{'name': 'Earth (Phone Dimension)', 'url': 'https://rickandmortyapi.com/api/location/72'}","{'name': 'Earth (Phone Dimension)', 'url': 'https://rickandmortyapi.com/api/location/72'}",https://rickandmortyapi.com/api/character/avatar/404.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/404,2018-04-15T18:01:09.637Z
405,Trunkphobic suspenders guy,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/405.jpeg,"['https://rickandmortyapi.com/api/episode/2', 'https://rickandmortyapi.com/api/episode/8', 'https://rickandmortyapi.com/api/episode/10', 'https://rickandmortyapi.com/api/episode/11']",https://rickandmortyapi.com/api/character/405,2018-04-15T20:31:46.065Z
406,Spiderweb teddy bear,Alive,Animal,Teddy Bear,unknown,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/406.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/406,2018-04-15T20:45:04.863Z
407,Regular Tyrion Lannister,Alive,Human,,Male,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/407.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/407,2018-04-15T20:50:10.475Z
408,Quick Mystery Presenter,Alive,Human,,Male,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/408.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/408,2018-04-15T20:51:47.778Z
409,Mr. Sneezy,Alive,Human,Little Human,Male,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/409.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/409,2018-04-15T21:04:09.405Z
410,Two Brothers,Alive,Human,,Male,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/410.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/410,2018-04-15T21:06:18.686Z
411,Alien Mexican Armada,unknown,Alien,Mexican,Male,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/411.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/411,2018-04-15T21:10:27.986Z
412,Giant Cat Monster,unknown,Animal,Giant Cat Monster,unknown,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/412.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/412,2018-04-15T21:14:09.223Z
413,Old Women,unknown,Human,Old Amazons,Female,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/413.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/413,2018-04-15T21:21:32.623Z
414,Trunkphobic guy,Alive,Human,,Male,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/414.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/414,2018-04-15T21:33:59.719Z
415,Pro trunk people marriage guy,Alive,Human,,Male,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/415.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/415,2018-04-15T21:34:21.911Z
416,Muscular Mannie,Alive,Human,Mannie,Male,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/416.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/416,2018-04-15T21:39:22.608Z
417,Baby Legs Chief,Alive,Human,,Male,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/417.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/417,2018-04-15T21:40:39.871Z
418,Mrs. Sullivan's Boyfriend,Alive,Human,Necrophiliac,Male,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/418.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/418,2018-04-15T21:43:43.867Z
419,Plutonian Hostess,Alive,Alien,Plutonian,Female,"{'name': 'Pluto', 'url': 'https://rickandmortyapi.com/api/location/47'}","{'name': 'Pluto', 'url': 'https://rickandmortyapi.com/api/location/47'}",https://rickandmortyapi.com/api/character/avatar/419.jpeg,['https://rickandmortyapi.com/api/episode/9'],https://rickandmortyapi.com/api/character/419,2018-04-15T21:48:45.783Z
420,Plutonian Host,Alive,Alien,Plutonian,Male,"{'name': 'Pluto', 'url': 'https://rickandmortyapi.com/api/location/47'}","{'name': 'Pluto', 'url': 'https://rickandmortyapi.com/api/location/47'}",https://rickandmortyapi.com/api/character/avatar/420.jpeg,['https://rickandmortyapi.com/api/episode/9'],https://rickandmortyapi.com/api/character/420,2018-04-15T21:49:04.730Z
421,Rich Plutonian,Alive,Alien,Plutonian,Female,"{'name': 'Pluto', 'url': 'https://rickandmortyapi.com/api/location/47'}","{'name': 'Pluto', 'url': 'https://rickandmortyapi.com/api/location/47'}",https://rickandmortyapi.com/api/character/avatar/421.jpeg,['https://rickandmortyapi.com/api/episode/9'],https://rickandmortyapi.com/api/character/421,2018-04-15T21:51:50.534Z
422,Rich Plutonian,Alive,Alien,Plutonian,Male,"{'name': 'Pluto', 'url': 'https://rickandmortyapi.com/api/location/47'}","{'name': 'Pluto', 'url': 'https://rickandmortyapi.com/api/location/47'}",https://rickandmortyapi.com/api/character/avatar/422.jpeg,['https://rickandmortyapi.com/api/episode/9'],https://rickandmortyapi.com/api/character/422,2018-04-15T21:52:14.642Z
423,Synthetic Laser Eels,Alive,Animal,Eel,unknown,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/423.jpeg,['https://rickandmortyapi.com/api/episode/11'],https://rickandmortyapi.com/api/character/423,2018-04-16T21:08:47.956Z
424,Pizza-person,Alive,Humanoid,Pizza,Male,"{'name': 'Earth (Pizza Dimension)', 'url': 'https://rickandmortyapi.com/api/location/71'}","{'name': 'Earth (Pizza Dimension)', 'url': 'https://rickandmortyapi.com/api/location/71'}",https://rickandmortyapi.com/api/character/avatar/424.jpeg,['https://rickandmortyapi.com/api/episode/10'],https://rickandmortyapi.com/api/character/424,2018-04-16T21:45:55.310Z
425,Pizza-person,Alive,Humanoid,Pizza,Male,"{'name': 'Earth (Pizza Dimension)', 'url': 'https://rickandmortyapi.com/api/location/71'}","{'name': 'Earth (Pizza Dimension)', 'url': 'https://rickandmortyapi.com/api/location/71'}",https://rickandmortyapi.com/api/character/avatar/425.jpeg,['https://rickandmortyapi.com/api/episode/10'],https://rickandmortyapi.com/api/character/425,2018-04-16T21:46:18.362Z
426,Greasy Grandma,Alive,Human,Grandma,Female,"{'name': 'Greasy Grandma World', 'url': 'https://rickandmortyapi.com/api/location/73'}","{'name': 'Greasy Grandma World', 'url': 'https://rickandmortyapi.com/api/location/73'}",https://rickandmortyapi.com/api/character/avatar/426.jpeg,['https://rickandmortyapi.com/api/episode/10'],https://rickandmortyapi.com/api/character/426,2018-04-16T21:51:21.379Z
427,Phone-person,Alive,Humanoid,Phone,Male,"{'name': 'Earth (Phone Dimension)', 'url': 'https://rickandmortyapi.com/api/location/72'}","{'name': 'Earth (Phone Dimension)', 'url': 'https://rickandmortyapi.com/api/location/72'}",https://rickandmortyapi.com/api/character/avatar/427.jpeg,['https://rickandmortyapi.com/api/episode/10'],https://rickandmortyapi.com/api/character/427,2018-04-16T21:54:05.375Z
428,Phone-person,Alive,Humanoid,Phone,Male,"{'name': 'Earth (Phone Dimension)', 'url': 'https://rickandmortyapi.com/api/location/72'}","{'name': 'Earth (Phone Dimension)', 'url': 'https://rickandmortyapi.com/api/location/72'}",https://rickandmortyapi.com/api/character/avatar/428.jpeg,['https://rickandmortyapi.com/api/episode/10'],https://rickandmortyapi.com/api/character/428,2018-04-16T21:54:48.372Z
